DetId/i, BinaryDetId/B, Section/C, Layer/I, Ring/I, sensorCenterRho_mm/D, sensorCenterZ_mm/D, phi_deg/D
420791518,00011001000101001100010011011110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -101.842105
420791522,00011001000101001100010011100010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -97.105263
420791521,00011001000101001100010011100001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -97.105263
420791525,00011001000101001100010011100101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -92.368421
420791526,00011001000101001100010011100110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -92.368421
420791530,00011001000101001100010011101010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -87.631579
420791529,00011001000101001100010011101001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -87.631579
420791533,00011001000101001100010011101101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -82.894737
420791534,00011001000101001100010011101110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -82.894737
420791538,00011001000101001100010011110010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -78.157895
420791537,00011001000101001100010011110001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -78.157895
420791541,00011001000101001100010011110101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -73.421053
420791542,00011001000101001100010011110110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -73.421053
420791546,00011001000101001100010011111010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -68.684211
420791545,00011001000101001100010011111001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -68.684211
420791549,00011001000101001100010011111101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -63.947368
420791550,00011001000101001100010011111110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -63.947368
420791554,00011001000101001100010100000010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -59.210526
420791553,00011001000101001100010100000001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -59.210526
420791557,00011001000101001100010100000101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -54.473684
420791558,00011001000101001100010100000110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -54.473684
420791562,00011001000101001100010100001010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -49.736842
420791561,00011001000101001100010100001001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -49.736842
420791565,00011001000101001100010100001101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -45.000000
420791566,00011001000101001100010100001110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -45.000000
420791570,00011001000101001100010100010010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -40.263158
420791569,00011001000101001100010100010001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -40.263158
420791573,00011001000101001100010100010101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -35.526316
420791574,00011001000101001100010100010110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -35.526316
420791578,00011001000101001100010100011010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -30.789474
420791577,00011001000101001100010100011001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -30.789474
420791581,00011001000101001100010100011101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -26.052632
420791582,00011001000101001100010100011110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -26.052632
420791586,00011001000101001100010100100010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -21.315789
420791585,00011001000101001100010100100001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -21.315789
420791589,00011001000101001100010100100101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -16.578947
420791590,00011001000101001100010100100110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -16.578947
420791594,00011001000101001100010100101010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -11.842105
420791593,00011001000101001100010100101001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -11.842105
420791597,00011001000101001100010100101101,TEDD_2, 3, 15, 1023.160000, 2640.840000, -7.105263
420791598,00011001000101001100010100101110,TEDD_2, 3, 15, 1023.160000, 2642.640000, -7.105263
420791602,00011001000101001100010100110010,TEDD_2, 3, 15, 1023.160000, 2625.850000, -2.368421
420791601,00011001000101001100010100110001,TEDD_2, 3, 15, 1023.160000, 2627.650000, -2.368421
303075348,00010010000100001001000000010100,PXB, 1, 1, 38.218186, 0.000000, -101.453180
303075348,00010010000100001001000000010100,PXB, 1, 1, 17.174735, 0.000000, -116.222787
303075352,00010010000100001001000000011000,PXB, 1, 2, 38.218186, 44.400000, -101.453180
303075352,00010010000100001001000000011000,PXB, 1, 2, 17.174735, 44.400000, -116.222787
303075356,00010010000100001001000000011100,PXB, 1, 3, 38.218186, 88.800000, -101.453180
303075356,00010010000100001001000000011100,PXB, 1, 3, 17.174735, 88.800000, -116.222787
303075360,00010010000100001001000000100000,PXB, 1, 4, 38.218186, 133.200000, -101.453180
303075360,00010010000100001001000000100000,PXB, 1, 4, 17.174735, 133.200000, -116.222787
303075364,00010010000100001001000000100100,PXB, 1, 5, 38.218186, 177.600000, -101.453180
303075364,00010010000100001001000000100100,PXB, 1, 5, 17.174735, 177.600000, -116.222787
303075344,00010010000100001001000000010000,PXB, 1, 2, 38.218186, -44.400000, -101.453180
303075344,00010010000100001001000000010000,PXB, 1, 2, 17.174735, -44.400000, -116.222787
303075340,00010010000100001001000000001100,PXB, 1, 3, 38.218186, -88.800000, -101.453180
303075340,00010010000100001001000000001100,PXB, 1, 3, 17.174735, -88.800000, -116.222787
303075336,00010010000100001001000000001000,PXB, 1, 4, 38.218186, -133.200000, -101.453180
303075336,00010010000100001001000000001000,PXB, 1, 4, 17.174735, -133.200000, -116.222787
303075332,00010010000100001001000000000100,PXB, 1, 5, 38.218186, -177.600000, -101.453180
303075332,00010010000100001001000000000100,PXB, 1, 5, 17.174735, -177.600000, -116.222787
303050772,00010010000100000011000000010100,PXB, 1, 1, 17.174735, 0.000000, 63.777213
303050772,00010010000100000011000000010100,PXB, 1, 1, 38.218186, 0.000000, 78.546820
303050776,00010010000100000011000000011000,PXB, 1, 2, 17.174735, 44.400000, 63.777213
303050776,00010010000100000011000000011000,PXB, 1, 2, 38.218186, 44.400000, 78.546820
303050780,00010010000100000011000000011100,PXB, 1, 3, 17.174735, 88.800000, 63.777213
303050780,00010010000100000011000000011100,PXB, 1, 3, 38.218186, 88.800000, 78.546820
303050784,00010010000100000011000000100000,PXB, 1, 4, 17.174735, 133.200000, 63.777213
303050784,00010010000100000011000000100000,PXB, 1, 4, 38.218186, 133.200000, 78.546820
303050788,00010010000100000011000000100100,PXB, 1, 5, 17.174735, 177.600000, 63.777213
303050788,00010010000100000011000000100100,PXB, 1, 5, 38.218186, 177.600000, 78.546820
303050768,00010010000100000011000000010000,PXB, 1, 2, 17.174735, -44.400000, 63.777213
303050768,00010010000100000011000000010000,PXB, 1, 2, 38.218186, -44.400000, 78.546820
303050764,00010010000100000011000000001100,PXB, 1, 3, 17.174735, -88.800000, 63.777213
303050764,00010010000100000011000000001100,PXB, 1, 3, 38.218186, -88.800000, 78.546820
303050760,00010010000100000011000000001000,PXB, 1, 4, 17.174735, -133.200000, 63.777213
303050760,00010010000100000011000000001000,PXB, 1, 4, 38.218186, -133.200000, 78.546820
303050756,00010010000100000011000000000100,PXB, 1, 5, 17.174735, -177.600000, 63.777213
303050756,00010010000100000011000000000100,PXB, 1, 5, 38.218186, -177.600000, 78.546820
303071252,00010010000100001000000000010100,PXB, 1, 1, 40.862372, 0.000000, -125.335021
303071252,00010010000100001000000000010100,PXB, 1, 1, 26.189078, 0.000000, -154.475297
303071256,00010010000100001000000000011000,PXB, 1, 2, 40.862372, 44.400000, -125.335021
303071256,00010010000100001000000000011000,PXB, 1, 2, 26.189078, 44.400000, -154.475297
303071260,00010010000100001000000000011100,PXB, 1, 3, 40.862372, 88.800000, -125.335021
303071260,00010010000100001000000000011100,PXB, 1, 3, 26.189078, 88.800000, -154.475297
303071264,00010010000100001000000000100000,PXB, 1, 4, 40.862372, 133.200000, -125.335021
303071264,00010010000100001000000000100000,PXB, 1, 4, 26.189078, 133.200000, -154.475297
303071268,00010010000100001000000000100100,PXB, 1, 5, 40.862372, 177.600000, -125.335021
303071268,00010010000100001000000000100100,PXB, 1, 5, 26.189078, 177.600000, -154.475297
303071248,00010010000100001000000000010000,PXB, 1, 2, 40.862372, -44.400000, -125.335021
303071248,00010010000100001000000000010000,PXB, 1, 2, 26.189078, -44.400000, -154.475297
303071244,00010010000100001000000000001100,PXB, 1, 3, 40.862372, -88.800000, -125.335021
303071244,00010010000100001000000000001100,PXB, 1, 3, 26.189078, -88.800000, -154.475297
303071240,00010010000100001000000000001000,PXB, 1, 4, 40.862372, -133.200000, -125.335021
303071240,00010010000100001000000000001000,PXB, 1, 4, 26.189078, -133.200000, -154.475297
303071236,00010010000100001000000000000100,PXB, 1, 5, 40.862372, -177.600000, -125.335021
303071236,00010010000100001000000000000100,PXB, 1, 5, 26.189078, -177.600000, -154.475297
303046676,00010010000100000010000000010100,PXB, 1, 1, 26.189078, 0.000000, 25.524703
303046676,00010010000100000010000000010100,PXB, 1, 1, 40.862372, 0.000000, 54.664979
303046680,00010010000100000010000000011000,PXB, 1, 2, 26.189078, 44.400000, 25.524703
303046680,00010010000100000010000000011000,PXB, 1, 2, 40.862372, 44.400000, 54.664979
303046684,00010010000100000010000000011100,PXB, 1, 3, 26.189078, 88.800000, 25.524703
303046684,00010010000100000010000000011100,PXB, 1, 3, 40.862372, 88.800000, 54.664979
303046688,00010010000100000010000000100000,PXB, 1, 4, 26.189078, 133.200000, 25.524703
303046688,00010010000100000010000000100000,PXB, 1, 4, 40.862372, 133.200000, 54.664979
303046692,00010010000100000010000000100100,PXB, 1, 5, 26.189078, 177.600000, 25.524703
303046692,00010010000100000010000000100100,PXB, 1, 5, 40.862372, 177.600000, 54.664979
303046672,00010010000100000010000000010000,PXB, 1, 2, 26.189078, -44.400000, 25.524703
303046672,00010010000100000010000000010000,PXB, 1, 2, 40.862372, -44.400000, 54.664979
303046668,00010010000100000010000000001100,PXB, 1, 3, 26.189078, -88.800000, 25.524703
303046668,00010010000100000010000000001100,PXB, 1, 3, 40.862372, -88.800000, 54.664979
303046664,00010010000100000010000000001000,PXB, 1, 4, 26.189078, -133.200000, 25.524703
303046664,00010010000100000010000000001000,PXB, 1, 4, 40.862372, -133.200000, 54.664979
303046660,00010010000100000010000000000100,PXB, 1, 5, 26.189078, -177.600000, 25.524703
303046660,00010010000100000010000000000100,PXB, 1, 5, 40.862372, -177.600000, 54.664979
303067156,00010010000100000111000000010100,PXB, 1, 1, 31.801185, 0.000000, -147.514256
303067156,00010010000100000111000000010100,PXB, 1, 1, 27.281603, 0.000000, 169.503776
303067160,00010010000100000111000000011000,PXB, 1, 2, 31.801185, 44.400000, -147.514256
303067160,00010010000100000111000000011000,PXB, 1, 2, 27.281603, 44.400000, 169.503776
303067164,00010010000100000111000000011100,PXB, 1, 3, 31.801185, 88.800000, -147.514256
303067164,00010010000100000111000000011100,PXB, 1, 3, 27.281603, 88.800000, 169.503776
303067168,00010010000100000111000000100000,PXB, 1, 4, 31.801185, 133.200000, -147.514256
303067168,00010010000100000111000000100000,PXB, 1, 4, 27.281603, 133.200000, 169.503776
303067172,00010010000100000111000000100100,PXB, 1, 5, 31.801185, 177.600000, -147.514256
303067172,00010010000100000111000000100100,PXB, 1, 5, 27.281603, 177.600000, 169.503776
303067152,00010010000100000111000000010000,PXB, 1, 2, 31.801185, -44.400000, -147.514256
303067152,00010010000100000111000000010000,PXB, 1, 2, 27.281603, -44.400000, 169.503776
303067148,00010010000100000111000000001100,PXB, 1, 3, 31.801185, -88.800000, -147.514256
303067148,00010010000100000111000000001100,PXB, 1, 3, 27.281603, -88.800000, 169.503776
303067144,00010010000100000111000000001000,PXB, 1, 4, 31.801185, -133.200000, -147.514256
303067144,00010010000100000111000000001000,PXB, 1, 4, 27.281603, -133.200000, 169.503776
303067140,00010010000100000111000000000100,PXB, 1, 5, 31.801185, -177.600000, -147.514256
303067140,00010010000100000111000000000100,PXB, 1, 5, 27.281603, -177.600000, 169.503776
303042580,00010010000100000001000000010100,PXB, 1, 1, 27.281603, 0.000000, -10.496224
303042580,00010010000100000001000000010100,PXB, 1, 1, 31.801185, 0.000000, 32.485744
303042584,00010010000100000001000000011000,PXB, 1, 2, 27.281603, 44.400000, -10.496224
303042584,00010010000100000001000000011000,PXB, 1, 2, 31.801185, 44.400000, 32.485744
303042588,00010010000100000001000000011100,PXB, 1, 3, 27.281603, 88.800000, -10.496224
303042588,00010010000100000001000000011100,PXB, 1, 3, 31.801185, 88.800000, 32.485744
303042592,00010010000100000001000000100000,PXB, 1, 4, 27.281603, 133.200000, -10.496224
303042592,00010010000100000001000000100000,PXB, 1, 4, 31.801185, 133.200000, 32.485744
303042596,00010010000100000001000000100100,PXB, 1, 5, 27.281603, 177.600000, -10.496224
303042596,00010010000100000001000000100100,PXB, 1, 5, 31.801185, 177.600000, 32.485744
303042576,00010010000100000001000000010000,PXB, 1, 2, 27.281603, -44.400000, -10.496224
303042576,00010010000100000001000000010000,PXB, 1, 2, 31.801185, -44.400000, 32.485744
303042572,00010010000100000001000000001100,PXB, 1, 3, 27.281603, -88.800000, -10.496224
303042572,00010010000100000001000000001100,PXB, 1, 3, 31.801185, -88.800000, 32.485744
303042568,00010010000100000001000000001000,PXB, 1, 4, 27.281603, -133.200000, -10.496224
303042568,00010010000100000001000000001000,PXB, 1, 4, 31.801185, -133.200000, 32.485744
303042564,00010010000100000001000000000100,PXB, 1, 5, 27.281603, -177.600000, -10.496224
303042564,00010010000100000001000000000100,PXB, 1, 5, 31.801185, -177.600000, 32.485744
303063060,00010010000100000110000000010100,PXB, 1, 1, 30.942133, 0.000000, -178.091993
303063060,00010010000100000110000000010100,PXB, 1, 1, 37.392321, 0.000000, 145.795953
303063064,00010010000100000110000000011000,PXB, 1, 2, 30.942133, 44.400000, -178.091993
303063064,00010010000100000110000000011000,PXB, 1, 2, 37.392321, 44.400000, 145.795953
303063068,00010010000100000110000000011100,PXB, 1, 3, 30.942133, 88.800000, -178.091993
303063068,00010010000100000110000000011100,PXB, 1, 3, 37.392321, 88.800000, 145.795953
303063072,00010010000100000110000000100000,PXB, 1, 4, 30.942133, 133.200000, -178.091993
303063072,00010010000100000110000000100000,PXB, 1, 4, 37.392321, 133.200000, 145.795953
303063076,00010010000100000110000000100100,PXB, 1, 5, 30.942133, 177.600000, -178.091993
303063076,00010010000100000110000000100100,PXB, 1, 5, 37.392321, 177.600000, 145.795953
303063056,00010010000100000110000000010000,PXB, 1, 2, 30.942133, -44.400000, -178.091993
303063056,00010010000100000110000000010000,PXB, 1, 2, 37.392321, -44.400000, 145.795953
303063052,00010010000100000110000000001100,PXB, 1, 3, 30.942133, -88.800000, -178.091993
303063052,00010010000100000110000000001100,PXB, 1, 3, 37.392321, -88.800000, 145.795953
303063048,00010010000100000110000000001000,PXB, 1, 4, 30.942133, -133.200000, -178.091993
303063048,00010010000100000110000000001000,PXB, 1, 4, 37.392321, -133.200000, 145.795953
303063044,00010010000100000110000000000100,PXB, 1, 5, 30.942133, -177.600000, -178.091993
303063044,00010010000100000110000000000100,PXB, 1, 5, 37.392321, -177.600000, 145.795953
303087636,00010010000100001100000000010100,PXB, 1, 1, 37.392321, 0.000000, -34.204047
303087636,00010010000100001100000000010100,PXB, 1, 1, 30.942133, 0.000000, 1.908007
303087640,00010010000100001100000000011000,PXB, 1, 2, 37.392321, 44.400000, -34.204047
303087640,00010010000100001100000000011000,PXB, 1, 2, 30.942133, 44.400000, 1.908007
303087644,00010010000100001100000000011100,PXB, 1, 3, 37.392321, 88.800000, -34.204047
303087644,00010010000100001100000000011100,PXB, 1, 3, 30.942133, 88.800000, 1.908007
303087648,00010010000100001100000000100000,PXB, 1, 4, 37.392321, 133.200000, -34.204047
303087648,00010010000100001100000000100000,PXB, 1, 4, 30.942133, 133.200000, 1.908007
303087652,00010010000100001100000000100100,PXB, 1, 5, 37.392321, 177.600000, -34.204047
303087652,00010010000100001100000000100100,PXB, 1, 5, 30.942133, 177.600000, 1.908007
303087632,00010010000100001100000000010000,PXB, 1, 2, 37.392321, -44.400000, -34.204047
303087632,00010010000100001100000000010000,PXB, 1, 2, 30.942133, -44.400000, 1.908007
303087628,00010010000100001100000000001100,PXB, 1, 3, 37.392321, -88.800000, -34.204047
303087628,00010010000100001100000000001100,PXB, 1, 3, 30.942133, -88.800000, 1.908007
303087624,00010010000100001100000000001000,PXB, 1, 4, 37.392321, -133.200000, -34.204047
303087624,00010010000100001100000000001000,PXB, 1, 4, 30.942133, -133.200000, 1.908007
303087620,00010010000100001100000000000100,PXB, 1, 5, 37.392321, -177.600000, -34.204047
303087620,00010010000100001100000000000100,PXB, 1, 5, 30.942133, -177.600000, 1.908007
303058964,00010010000100000101000000010100,PXB, 1, 1, 20.575838, 0.000000, 152.237692
303058964,00010010000100000101000000010100,PXB, 1, 1, 36.499810, 0.000000, 119.922811
303058968,00010010000100000101000000011000,PXB, 1, 2, 20.575838, 44.400000, 152.237692
303058968,00010010000100000101000000011000,PXB, 1, 2, 36.499810, 44.400000, 119.922811
303058972,00010010000100000101000000011100,PXB, 1, 3, 20.575838, 88.800000, 152.237692
303058972,00010010000100000101000000011100,PXB, 1, 3, 36.499810, 88.800000, 119.922811
303058976,00010010000100000101000000100000,PXB, 1, 4, 20.575838, 133.200000, 152.237692
303058976,00010010000100000101000000100000,PXB, 1, 4, 36.499810, 133.200000, 119.922811
303058980,00010010000100000101000000100100,PXB, 1, 5, 20.575838, 177.600000, 152.237692
303058980,00010010000100000101000000100100,PXB, 1, 5, 36.499810, 177.600000, 119.922811
303058960,00010010000100000101000000010000,PXB, 1, 2, 20.575838, -44.400000, 152.237692
303058960,00010010000100000101000000010000,PXB, 1, 2, 36.499810, -44.400000, 119.922811
303058956,00010010000100000101000000001100,PXB, 1, 3, 20.575838, -88.800000, 152.237692
303058956,00010010000100000101000000001100,PXB, 1, 3, 36.499810, -88.800000, 119.922811
303058952,00010010000100000101000000001000,PXB, 1, 4, 20.575838, -133.200000, 152.237692
303058952,00010010000100000101000000001000,PXB, 1, 4, 36.499810, -133.200000, 119.922811
303058948,00010010000100000101000000000100,PXB, 1, 5, 20.575838, -177.600000, 152.237692
303058948,00010010000100000101000000000100,PXB, 1, 5, 36.499810, -177.600000, 119.922811
303083540,00010010000100001011000000010100,PXB, 1, 1, 36.499810, 0.000000, -60.077189
303083540,00010010000100001011000000010100,PXB, 1, 1, 20.575838, 0.000000, -27.762308
303083544,00010010000100001011000000011000,PXB, 1, 2, 36.499810, 44.400000, -60.077189
303083544,00010010000100001011000000011000,PXB, 1, 2, 20.575838, 44.400000, -27.762308
303083548,00010010000100001011000000011100,PXB, 1, 3, 36.499810, 88.800000, -60.077189
303083548,00010010000100001011000000011100,PXB, 1, 3, 20.575838, 88.800000, -27.762308
303083552,00010010000100001011000000100000,PXB, 1, 4, 36.499810, 133.200000, -60.077189
303083552,00010010000100001011000000100000,PXB, 1, 4, 20.575838, 133.200000, -27.762308
303083556,00010010000100001011000000100100,PXB, 1, 5, 36.499810, 177.600000, -60.077189
303083556,00010010000100001011000000100100,PXB, 1, 5, 20.575838, 177.600000, -27.762308
303083536,00010010000100001011000000010000,PXB, 1, 2, 36.499810, -44.400000, -60.077189
303083536,00010010000100001011000000010000,PXB, 1, 2, 20.575838, -44.400000, -27.762308
303083532,00010010000100001011000000001100,PXB, 1, 3, 36.499810, -88.800000, -60.077189
303083532,00010010000100001011000000001100,PXB, 1, 3, 20.575838, -88.800000, -27.762308
303083528,00010010000100001011000000001000,PXB, 1, 4, 36.499810, -133.200000, -60.077189
303083528,00010010000100001011000000001000,PXB, 1, 4, 20.575838, -133.200000, -27.762308
303083524,00010010000100001011000000000100,PXB, 1, 5, 36.499810, -177.600000, -60.077189
303083524,00010010000100001011000000000100,PXB, 1, 5, 20.575838, -177.600000, -27.762308
303054868,00010010000100000100000000010100,PXB, 1, 1, 24.266792, 0.000000, 106.607129
303054868,00010010000100000100000000010100,PXB, 1, 1, 45.832363, 0.000000, 98.703785
303054872,00010010000100000100000000011000,PXB, 1, 2, 24.266792, 44.400000, 106.607129
303054872,00010010000100000100000000011000,PXB, 1, 2, 45.832363, 44.400000, 98.703785
303054876,00010010000100000100000000011100,PXB, 1, 3, 24.266792, 88.800000, 106.607129
303054876,00010010000100000100000000011100,PXB, 1, 3, 45.832363, 88.800000, 98.703785
303054880,00010010000100000100000000100000,PXB, 1, 4, 24.266792, 133.200000, 106.607129
303054880,00010010000100000100000000100000,PXB, 1, 4, 45.832363, 133.200000, 98.703785
303054884,00010010000100000100000000100100,PXB, 1, 5, 24.266792, 177.600000, 106.607129
303054884,00010010000100000100000000100100,PXB, 1, 5, 45.832363, 177.600000, 98.703785
303054864,00010010000100000100000000010000,PXB, 1, 2, 24.266792, -44.400000, 106.607129
303054864,00010010000100000100000000010000,PXB, 1, 2, 45.832363, -44.400000, 98.703785
303054860,00010010000100000100000000001100,PXB, 1, 3, 24.266792, -88.800000, 106.607129
303054860,00010010000100000100000000001100,PXB, 1, 3, 45.832363, -88.800000, 98.703785
303054856,00010010000100000100000000001000,PXB, 1, 4, 24.266792, -133.200000, 106.607129
303054856,00010010000100000100000000001000,PXB, 1, 4, 45.832363, -133.200000, 98.703785
303054852,00010010000100000100000000000100,PXB, 1, 5, 24.266792, -177.600000, 106.607129
303054852,00010010000100000100000000000100,PXB, 1, 5, 45.832363, -177.600000, 98.703785
303079444,00010010000100001010000000010100,PXB, 1, 1, 45.832363, 0.000000, -81.296215
303079444,00010010000100001010000000010100,PXB, 1, 1, 24.266792, 0.000000, -73.392871
303079448,00010010000100001010000000011000,PXB, 1, 2, 45.832363, 44.400000, -81.296215
303079448,00010010000100001010000000011000,PXB, 1, 2, 24.266792, 44.400000, -73.392871
303079452,00010010000100001010000000011100,PXB, 1, 3, 45.832363, 88.800000, -81.296215
303079452,00010010000100001010000000011100,PXB, 1, 3, 24.266792, 88.800000, -73.392871
303079456,00010010000100001010000000100000,PXB, 1, 4, 45.832363, 133.200000, -81.296215
303079456,00010010000100001010000000100000,PXB, 1, 4, 24.266792, 133.200000, -73.392871
303079460,00010010000100001010000000100100,PXB, 1, 5, 45.832363, 177.600000, -81.296215
303079460,00010010000100001010000000100100,PXB, 1, 5, 24.266792, 177.600000, -73.392871
303079440,00010010000100001010000000010000,PXB, 1, 2, 45.832363, -44.400000, -81.296215
303079440,00010010000100001010000000010000,PXB, 1, 2, 24.266792, -44.400000, -73.392871
303079436,00010010000100001010000000001100,PXB, 1, 3, 45.832363, -88.800000, -81.296215
303079436,00010010000100001010000000001100,PXB, 1, 3, 24.266792, -88.800000, -73.392871
303079432,00010010000100001010000000001000,PXB, 1, 4, 45.832363, -133.200000, -81.296215
303079432,00010010000100001010000000001000,PXB, 1, 4, 24.266792, -133.200000, -73.392871
303079428,00010010000100001010000000000100,PXB, 1, 5, 45.832363, -177.600000, -81.296215
303079428,00010010000100001010000000000100,PXB, 1, 5, 24.266792, -177.600000, -73.392871
304160788,00010010001000010010000000010100,PXB, 2, 1, 59.000000, 0.000000, -97.621122
304160792,00010010001000010010000000011000,PXB, 2, 2, 59.000000, 44.750000, -97.621122
304160796,00010010001000010010000000011100,PXB, 2, 3, 59.000000, 89.500000, -97.621122
304160800,00010010001000010010000000100000,PXB, 2, 4, 59.000000, 134.250000, -97.621122
304160804,00010010001000010010000000100100,PXB, 2, 5, 59.000000, 179.000000, -97.621122
304160784,00010010001000010010000000010000,PXB, 2, 2, 59.000000, -44.750000, -97.621122
304160780,00010010001000010010000000001100,PXB, 2, 3, 59.000000, -89.500000, -97.621122
304160776,00010010001000010010000000001000,PXB, 2, 4, 59.000000, -134.250000, -97.621122
304160772,00010010001000010010000000000100,PXB, 2, 5, 59.000000, -179.000000, -97.621122
304111636,00010010001000000110000000010100,PXB, 2, 1, 59.000000, 0.000000, 82.378878
304111640,00010010001000000110000000011000,PXB, 2, 2, 59.000000, 44.750000, 82.378878
304111644,00010010001000000110000000011100,PXB, 2, 3, 59.000000, 89.500000, 82.378878
304111648,00010010001000000110000000100000,PXB, 2, 4, 59.000000, 134.250000, 82.378878
304111652,00010010001000000110000000100100,PXB, 2, 5, 59.000000, 179.000000, 82.378878
304111632,00010010001000000110000000010000,PXB, 2, 2, 59.000000, -44.750000, 82.378878
304111628,00010010001000000110000000001100,PXB, 2, 3, 59.000000, -89.500000, 82.378878
304111624,00010010001000000110000000001000,PXB, 2, 4, 59.000000, -134.250000, 82.378878
304111620,00010010001000000110000000000100,PXB, 2, 5, 59.000000, -179.000000, 82.378878
304156692,00010010001000010001000000010100,PXB, 2, 1, 64.000000, 0.000000, -112.753514
304156696,00010010001000010001000000011000,PXB, 2, 2, 64.000000, 44.750000, -112.753514
304156700,00010010001000010001000000011100,PXB, 2, 3, 64.000000, 89.500000, -112.753514
304156704,00010010001000010001000000100000,PXB, 2, 4, 64.000000, 134.250000, -112.753514
304156708,00010010001000010001000000100100,PXB, 2, 5, 64.000000, 179.000000, -112.753514
304156688,00010010001000010001000000010000,PXB, 2, 2, 64.000000, -44.750000, -112.753514
304156684,00010010001000010001000000001100,PXB, 2, 3, 64.000000, -89.500000, -112.753514
304156680,00010010001000010001000000001000,PXB, 2, 4, 64.000000, -134.250000, -112.753514
304156676,00010010001000010001000000000100,PXB, 2, 5, 64.000000, -179.000000, -112.753514
304107540,00010010001000000101000000010100,PXB, 2, 1, 64.000000, 0.000000, 67.246486
304107544,00010010001000000101000000011000,PXB, 2, 2, 64.000000, 44.750000, 67.246486
304107548,00010010001000000101000000011100,PXB, 2, 3, 64.000000, 89.500000, 67.246486
304107552,00010010001000000101000000100000,PXB, 2, 4, 64.000000, 134.250000, 67.246486
304107556,00010010001000000101000000100100,PXB, 2, 5, 64.000000, 179.000000, 67.246486
304107536,00010010001000000101000000010000,PXB, 2, 2, 64.000000, -44.750000, 67.246486
304107532,00010010001000000101000000001100,PXB, 2, 3, 64.000000, -89.500000, 67.246486
304107528,00010010001000000101000000001000,PXB, 2, 4, 64.000000, -134.250000, 67.246486
304107524,00010010001000000101000000000100,PXB, 2, 5, 64.000000, -179.000000, 67.246486
304152596,00010010001000010000000000010100,PXB, 2, 1, 59.000000, 0.000000, -127.885906
304152600,00010010001000010000000000011000,PXB, 2, 2, 59.000000, 44.750000, -127.885906
304152604,00010010001000010000000000011100,PXB, 2, 3, 59.000000, 89.500000, -127.885906
304152608,00010010001000010000000000100000,PXB, 2, 4, 59.000000, 134.250000, -127.885906
304152612,00010010001000010000000000100100,PXB, 2, 5, 59.000000, 179.000000, -127.885906
304152592,00010010001000010000000000010000,PXB, 2, 2, 59.000000, -44.750000, -127.885906
304152588,00010010001000010000000000001100,PXB, 2, 3, 59.000000, -89.500000, -127.885906
304152584,00010010001000010000000000001000,PXB, 2, 4, 59.000000, -134.250000, -127.885906
304152580,00010010001000010000000000000100,PXB, 2, 5, 59.000000, -179.000000, -127.885906
304103444,00010010001000000100000000010100,PXB, 2, 1, 59.000000, 0.000000, 52.114094
304103448,00010010001000000100000000011000,PXB, 2, 2, 59.000000, 44.750000, 52.114094
304103452,00010010001000000100000000011100,PXB, 2, 3, 59.000000, 89.500000, 52.114094
304103456,00010010001000000100000000100000,PXB, 2, 4, 59.000000, 134.250000, 52.114094
304103460,00010010001000000100000000100100,PXB, 2, 5, 59.000000, 179.000000, 52.114094
304103440,00010010001000000100000000010000,PXB, 2, 2, 59.000000, -44.750000, 52.114094
304103436,00010010001000000100000000001100,PXB, 2, 3, 59.000000, -89.500000, 52.114094
