DetId/i, BinaryDetId/B, Section/C, Layer/I, Ring/I, sensorCenterRho_mm/D, sensorCenterZ_mm/D, phi_deg/D
443362402,00011010011011010010110001100010,TB2S, 3, 12, 1063.550000, 1123.964390, -9.473684
443362401,00011010011011010010110001100001,TB2S, 3, 12, 1065.350000, 1123.964390, -9.473684
443362354,00011010011011010010110000110010,TB2S, 3, 1, 1063.550000, -44.308243, -9.473684
443362353,00011010011011010010110000110001,TB2S, 3, 1, 1065.350000, -44.308243, -9.473684
443362349,00011010011011010010110000101101,TB2S, 3, 2, 1069.050000, -144.891078, -9.473684
443362350,00011010011011010010110000101110,TB2S, 3, 2, 1070.850000, -144.891078, -9.473684
443362346,00011010011011010010110000101010,TB2S, 3, 3, 1063.550000, -242.522989, -9.473684
443362345,00011010011011010010110000101001,TB2S, 3, 3, 1065.350000, -242.522989, -9.473684
443362341,00011010011011010010110000100101,TB2S, 3, 4, 1069.050000, -343.774399, -9.473684
443362342,00011010011011010010110000100110,TB2S, 3, 4, 1070.850000, -343.774399, -9.473684
443362338,00011010011011010010110000100010,TB2S, 3, 5, 1063.550000, -439.254946, -9.473684
443362337,00011010011011010010110000100001,TB2S, 3, 5, 1065.350000, -439.254946, -9.473684
443362333,00011010011011010010110000011101,TB2S, 3, 6, 1069.050000, -541.169931, -9.473684
443362334,00011010011011010010110000011110,TB2S, 3, 6, 1070.850000, -541.169931, -9.473684
443362330,00011010011011010010110000011010,TB2S, 3, 7, 1063.550000, -634.169931, -9.473684
443362329,00011010011011010010110000011001,TB2S, 3, 7, 1065.350000, -634.169931, -9.473684
443362325,00011010011011010010110000010101,TB2S, 3, 8, 1069.050000, -736.742363, -9.473684
443362326,00011010011011010010110000010110,TB2S, 3, 8, 1070.850000, -736.742363, -9.473684
443362322,00011010011011010010110000010010,TB2S, 3, 9, 1063.550000, -827.742363, -9.473684
443362321,00011010011011010010110000010001,TB2S, 3, 9, 1065.350000, -827.742363, -9.473684
443362317,00011010011011010010110000001101,TB2S, 3, 10, 1069.050000, -930.967712, -9.473684
443362318,00011010011011010010110000001110,TB2S, 3, 10, 1070.850000, -930.967712, -9.473684
443362314,00011010011011010010110000001010,TB2S, 3, 11, 1063.550000, -1020.096460, -9.473684
443362313,00011010011011010010110000001001,TB2S, 3, 11, 1065.350000, -1020.096460, -9.473684
443362309,00011010011011010010110000000101,TB2S, 3, 12, 1069.050000, -1123.970618, -9.473684
443362310,00011010011011010010110000000110,TB2S, 3, 12, 1070.850000, -1123.970618, -9.473684
443363381,00011010011011010011000000110101,TB2S, 3, 1, 1100.650000, 55.491247, -4.736842
443363382,00011010011011010011000000110110,TB2S, 3, 1, 1102.450000, 55.491247, -4.736842
443363386,00011010011011010011000000111010,TB2S, 3, 2, 1095.150000, 154.090216, -4.736842
443363385,00011010011011010011000000111001,TB2S, 3, 2, 1096.950000, 154.090216, -4.736842
443363389,00011010011011010011000000111101,TB2S, 3, 3, 1100.650000, 255.043344, -4.736842
443363390,00011010011011010011000000111110,TB2S, 3, 3, 1102.450000, 255.043344, -4.736842
443363394,00011010011011010011000001000010,TB2S, 3, 4, 1095.150000, 351.483714, -4.736842
443363393,00011010011011010011000001000001,TB2S, 3, 4, 1096.950000, 351.483714, -4.736842
443363397,00011010011011010011000001000101,TB2S, 3, 5, 1100.650000, 453.102648, -4.736842
443363398,00011010011011010011000001000110,TB2S, 3, 5, 1102.450000, 453.102648, -4.736842
443363402,00011010011011010011000001001010,TB2S, 3, 6, 1095.150000, 546.102648, -4.736842
443363401,00011010011011010011000001001001,TB2S, 3, 6, 1096.950000, 546.102648, -4.736842
443363405,00011010011011010011000001001101,TB2S, 3, 7, 1100.650000, 648.378030, -4.736842
443363406,00011010011011010011000001001110,TB2S, 3, 7, 1102.450000, 648.378030, -4.736842
443363410,00011010011011010011000001010010,TB2S, 3, 8, 1095.150000, 739.378030, -4.736842
443363409,00011010011011010011000001010001,TB2S, 3, 8, 1096.950000, 739.378030, -4.736842
443363413,00011010011011010011000001010101,TB2S, 3, 9, 1100.650000, 842.305327, -4.736842
443363414,00011010011011010011000001010110,TB2S, 3, 9, 1102.450000, 842.305327, -4.736842
443363418,00011010011011010011000001011010,TB2S, 3, 10, 1095.150000, 932.393155, -4.736842
443363417,00011010011011010011000001011001,TB2S, 3, 10, 1096.950000, 932.393155, -4.736842
443363421,00011010011011010011000001011101,TB2S, 3, 11, 1100.650000, 1035.971490, -4.736842
443363422,00011010011011010011000001011110,TB2S, 3, 11, 1102.450000, 1035.971490, -4.736842
443363426,00011010011011010011000001100010,TB2S, 3, 12, 1095.150000, 1123.964390, -4.736842
443363425,00011010011011010011000001100001,TB2S, 3, 12, 1096.950000, 1123.964390, -4.736842
443363378,00011010011011010011000000110010,TB2S, 3, 1, 1095.150000, -44.308243, -4.736842
443363377,00011010011011010011000000110001,TB2S, 3, 1, 1096.950000, -44.308243, -4.736842
443363373,00011010011011010011000000101101,TB2S, 3, 2, 1100.650000, -144.891078, -4.736842
443363374,00011010011011010011000000101110,TB2S, 3, 2, 1102.450000, -144.891078, -4.736842
443363370,00011010011011010011000000101010,TB2S, 3, 3, 1095.150000, -242.522989, -4.736842
443363369,00011010011011010011000000101001,TB2S, 3, 3, 1096.950000, -242.522989, -4.736842
443363365,00011010011011010011000000100101,TB2S, 3, 4, 1100.650000, -343.774399, -4.736842
443363366,00011010011011010011000000100110,TB2S, 3, 4, 1102.450000, -343.774399, -4.736842
443363362,00011010011011010011000000100010,TB2S, 3, 5, 1095.150000, -439.254946, -4.736842
443363361,00011010011011010011000000100001,TB2S, 3, 5, 1096.950000, -439.254946, -4.736842
443363357,00011010011011010011000000011101,TB2S, 3, 6, 1100.650000, -541.169931, -4.736842
443363358,00011010011011010011000000011110,TB2S, 3, 6, 1102.450000, -541.169931, -4.736842
443363354,00011010011011010011000000011010,TB2S, 3, 7, 1095.150000, -634.169931, -4.736842
443363353,00011010011011010011000000011001,TB2S, 3, 7, 1096.950000, -634.169931, -4.736842
443363349,00011010011011010011000000010101,TB2S, 3, 8, 1100.650000, -736.742363, -4.736842
443363350,00011010011011010011000000010110,TB2S, 3, 8, 1102.450000, -736.742363, -4.736842
443363346,00011010011011010011000000010010,TB2S, 3, 9, 1095.150000, -827.742363, -4.736842
443363345,00011010011011010011000000010001,TB2S, 3, 9, 1096.950000, -827.742363, -4.736842
443363341,00011010011011010011000000001101,TB2S, 3, 10, 1100.650000, -930.967712, -4.736842
443363342,00011010011011010011000000001110,TB2S, 3, 10, 1102.450000, -930.967712, -4.736842
443363338,00011010011011010011000000001010,TB2S, 3, 11, 1095.150000, -1020.096460, -4.736842
443363337,00011010011011010011000000001001,TB2S, 3, 11, 1096.950000, -1020.096460, -4.736842
443363333,00011010011011010011000000000101,TB2S, 3, 12, 1100.650000, -1123.970618, -4.736842
443363334,00011010011011010011000000000110,TB2S, 3, 12, 1102.450000, -1123.970618, -4.736842
443286581,00011010011011000000010000110101,TB2S, 3, 1, 1069.050000, 55.491247, -0.000000
443286582,00011010011011000000010000110110,TB2S, 3, 1, 1070.850000, 55.491247, -0.000000
443286586,00011010011011000000010000111010,TB2S, 3, 2, 1063.550000, 154.090216, -0.000000
443286585,00011010011011000000010000111001,TB2S, 3, 2, 1065.350000, 154.090216, -0.000000
443286589,00011010011011000000010000111101,TB2S, 3, 3, 1069.050000, 255.043344, -0.000000
443286590,00011010011011000000010000111110,TB2S, 3, 3, 1070.850000, 255.043344, -0.000000
443286594,00011010011011000000010001000010,TB2S, 3, 4, 1063.550000, 351.483714, -0.000000
443286593,00011010011011000000010001000001,TB2S, 3, 4, 1065.350000, 351.483714, -0.000000
443286597,00011010011011000000010001000101,TB2S, 3, 5, 1069.050000, 453.102648, -0.000000
443286598,00011010011011000000010001000110,TB2S, 3, 5, 1070.850000, 453.102648, -0.000000
443286602,00011010011011000000010001001010,TB2S, 3, 6, 1063.550000, 546.102648, -0.000000
443286601,00011010011011000000010001001001,TB2S, 3, 6, 1065.350000, 546.102648, -0.000000
443286605,00011010011011000000010001001101,TB2S, 3, 7, 1069.050000, 648.378030, -0.000000
443286606,00011010011011000000010001001110,TB2S, 3, 7, 1070.850000, 648.378030, -0.000000
443286610,00011010011011000000010001010010,TB2S, 3, 8, 1063.550000, 739.378030, -0.000000
443286609,00011010011011000000010001010001,TB2S, 3, 8, 1065.350000, 739.378030, -0.000000
443286613,00011010011011000000010001010101,TB2S, 3, 9, 1069.050000, 842.305327, -0.000000
443286614,00011010011011000000010001010110,TB2S, 3, 9, 1070.850000, 842.305327, -0.000000
443286618,00011010011011000000010001011010,TB2S, 3, 10, 1063.550000, 932.393155, -0.000000
443286617,00011010011011000000010001011001,TB2S, 3, 10, 1065.350000, 932.393155, -0.000000
443286621,00011010011011000000010001011101,TB2S, 3, 11, 1069.050000, 1035.971490, -0.000000
443286622,00011010011011000000010001011110,TB2S, 3, 11, 1070.850000, 1035.971490, -0.000000
443286626,00011010011011000000010001100010,TB2S, 3, 12, 1063.550000, 1123.964390, -0.000000
443286625,00011010011011000000010001100001,TB2S, 3, 12, 1065.350000, 1123.964390, -0.000000
443286578,00011010011011000000010000110010,TB2S, 3, 1, 1063.550000, -44.308243, -0.000000
443286577,00011010011011000000010000110001,TB2S, 3, 1, 1065.350000, -44.308243, -0.000000
443286573,00011010011011000000010000101101,TB2S, 3, 2, 1069.050000, -144.891078, -0.000000
443286574,00011010011011000000010000101110,TB2S, 3, 2, 1070.850000, -144.891078, -0.000000
443286570,00011010011011000000010000101010,TB2S, 3, 3, 1063.550000, -242.522989, -0.000000
443286569,00011010011011000000010000101001,TB2S, 3, 3, 1065.350000, -242.522989, -0.000000
443286565,00011010011011000000010000100101,TB2S, 3, 4, 1069.050000, -343.774399, -0.000000
443286566,00011010011011000000010000100110,TB2S, 3, 4, 1070.850000, -343.774399, -0.000000
443286562,00011010011011000000010000100010,TB2S, 3, 5, 1063.550000, -439.254946, -0.000000
443286561,00011010011011000000010000100001,TB2S, 3, 5, 1065.350000, -439.254946, -0.000000
443286557,00011010011011000000010000011101,TB2S, 3, 6, 1069.050000, -541.169931, -0.000000
443286558,00011010011011000000010000011110,TB2S, 3, 6, 1070.850000, -541.169931, -0.000000
443286554,00011010011011000000010000011010,TB2S, 3, 7, 1063.550000, -634.169931, -0.000000
443286553,00011010011011000000010000011001,TB2S, 3, 7, 1065.350000, -634.169931, -0.000000
443286549,00011010011011000000010000010101,TB2S, 3, 8, 1069.050000, -736.742363, -0.000000
443286550,00011010011011000000010000010110,TB2S, 3, 8, 1070.850000, -736.742363, -0.000000
443286546,00011010011011000000010000010010,TB2S, 3, 9, 1063.550000, -827.742363, -0.000000
443286545,00011010011011000000010000010001,TB2S, 3, 9, 1065.350000, -827.742363, -0.000000
443286541,00011010011011000000010000001101,TB2S, 3, 10, 1069.050000, -930.967712, -0.000000
443286542,00011010011011000000010000001110,TB2S, 3, 10, 1070.850000, -930.967712, -0.000000
443286538,00011010011011000000010000001010,TB2S, 3, 11, 1063.550000, -1020.096460, -0.000000
443286537,00011010011011000000010000001001,TB2S, 3, 11, 1065.350000, -1020.096460, -0.000000
443286533,00011010011011000000010000000101,TB2S, 3, 12, 1069.050000, -1123.970618, -0.000000
443286534,00011010011011000000010000000110,TB2S, 3, 12, 1070.850000, -1123.970618, -0.000000
443287605,00011010011011000000100000110101,TB2S, 3, 1, 1100.650000, 55.491247, 4.736842
443287606,00011010011011000000100000110110,TB2S, 3, 1, 1102.450000, 55.491247, 4.736842
443287610,00011010011011000000100000111010,TB2S, 3, 2, 1095.150000, 154.090216, 4.736842
443287609,00011010011011000000100000111001,TB2S, 3, 2, 1096.950000, 154.090216, 4.736842
443287613,00011010011011000000100000111101,TB2S, 3, 3, 1100.650000, 255.043344, 4.736842
443287614,00011010011011000000100000111110,TB2S, 3, 3, 1102.450000, 255.043344, 4.736842
443287618,00011010011011000000100001000010,TB2S, 3, 4, 1095.150000, 351.483714, 4.736842
443287617,00011010011011000000100001000001,TB2S, 3, 4, 1096.950000, 351.483714, 4.736842
443287621,00011010011011000000100001000101,TB2S, 3, 5, 1100.650000, 453.102648, 4.736842
443287622,00011010011011000000100001000110,TB2S, 3, 5, 1102.450000, 453.102648, 4.736842
443287626,00011010011011000000100001001010,TB2S, 3, 6, 1095.150000, 546.102648, 4.736842
443287625,00011010011011000000100001001001,TB2S, 3, 6, 1096.950000, 546.102648, 4.736842
443287629,00011010011011000000100001001101,TB2S, 3, 7, 1100.650000, 648.378030, 4.736842
443287630,00011010011011000000100001001110,TB2S, 3, 7, 1102.450000, 648.378030, 4.736842
443287634,00011010011011000000100001010010,TB2S, 3, 8, 1095.150000, 739.378030, 4.736842
443287633,00011010011011000000100001010001,TB2S, 3, 8, 1096.950000, 739.378030, 4.736842
443287637,00011010011011000000100001010101,TB2S, 3, 9, 1100.650000, 842.305327, 4.736842
443287638,00011010011011000000100001010110,TB2S, 3, 9, 1102.450000, 842.305327, 4.736842
443287642,00011010011011000000100001011010,TB2S, 3, 10, 1095.150000, 932.393155, 4.736842
443287641,00011010011011000000100001011001,TB2S, 3, 10, 1096.950000, 932.393155, 4.736842
443287645,00011010011011000000100001011101,TB2S, 3, 11, 1100.650000, 1035.971490, 4.736842
443287646,00011010011011000000100001011110,TB2S, 3, 11, 1102.450000, 1035.971490, 4.736842
443287650,00011010011011000000100001100010,TB2S, 3, 12, 1095.150000, 1123.964390, 4.736842
443287649,00011010011011000000100001100001,TB2S, 3, 12, 1096.950000, 1123.964390, 4.736842
443287602,00011010011011000000100000110010,TB2S, 3, 1, 1095.150000, -44.308243, 4.736842
443287601,00011010011011000000100000110001,TB2S, 3, 1, 1096.950000, -44.308243, 4.736842
443287597,00011010011011000000100000101101,TB2S, 3, 2, 1100.650000, -144.891078, 4.736842
443287598,00011010011011000000100000101110,TB2S, 3, 2, 1102.450000, -144.891078, 4.736842
443287594,00011010011011000000100000101010,TB2S, 3, 3, 1095.150000, -242.522989, 4.736842
443287593,00011010011011000000100000101001,TB2S, 3, 3, 1096.950000, -242.522989, 4.736842
443287589,00011010011011000000100000100101,TB2S, 3, 4, 1100.650000, -343.774399, 4.736842
443287590,00011010011011000000100000100110,TB2S, 3, 4, 1102.450000, -343.774399, 4.736842
443287586,00011010011011000000100000100010,TB2S, 3, 5, 1095.150000, -439.254946, 4.736842
443287585,00011010011011000000100000100001,TB2S, 3, 5, 1096.950000, -439.254946, 4.736842
443287581,00011010011011000000100000011101,TB2S, 3, 6, 1100.650000, -541.169931, 4.736842
443287582,00011010011011000000100000011110,TB2S, 3, 6, 1102.450000, -541.169931, 4.736842
443287578,00011010011011000000100000011010,TB2S, 3, 7, 1095.150000, -634.169931, 4.736842
443287577,00011010011011000000100000011001,TB2S, 3, 7, 1096.950000, -634.169931, 4.736842
443287573,00011010011011000000100000010101,TB2S, 3, 8, 1100.650000, -736.742363, 4.736842
443287574,00011010011011000000100000010110,TB2S, 3, 8, 1102.450000, -736.742363, 4.736842
443287570,00011010011011000000100000010010,TB2S, 3, 9, 1095.150000, -827.742363, 4.736842
443287569,00011010011011000000100000010001,TB2S, 3, 9, 1096.950000, -827.742363, 4.736842
443287565,00011010011011000000100000001101,TB2S, 3, 10, 1100.650000, -930.967712, 4.736842
443287566,00011010011011000000100000001110,TB2S, 3, 10, 1102.450000, -930.967712, 4.736842
443287562,00011010011011000000100000001010,TB2S, 3, 11, 1095.150000, -1020.096460, 4.736842
443287561,00011010011011000000100000001001,TB2S, 3, 11, 1096.950000, -1020.096460, 4.736842
443287557,00011010011011000000100000000101,TB2S, 3, 12, 1100.650000, -1123.970618, 4.736842
443287558,00011010011011000000100000000110,TB2S, 3, 12, 1102.450000, -1123.970618, 4.736842
443288629,00011010011011000000110000110101,TB2S, 3, 1, 1069.050000, 55.491247, 9.473684
443288630,00011010011011000000110000110110,TB2S, 3, 1, 1070.850000, 55.491247, 9.473684
443288634,00011010011011000000110000111010,TB2S, 3, 2, 1063.550000, 154.090216, 9.473684
443288633,00011010011011000000110000111001,TB2S, 3, 2, 1065.350000, 154.090216, 9.473684
443288637,00011010011011000000110000111101,TB2S, 3, 3, 1069.050000, 255.043344, 9.473684
443288638,00011010011011000000110000111110,TB2S, 3, 3, 1070.850000, 255.043344, 9.473684
443288642,00011010011011000000110001000010,TB2S, 3, 4, 1063.550000, 351.483714, 9.473684
443288641,00011010011011000000110001000001,TB2S, 3, 4, 1065.350000, 351.483714, 9.473684
443288645,00011010011011000000110001000101,TB2S, 3, 5, 1069.050000, 453.102648, 9.473684
443288646,00011010011011000000110001000110,TB2S, 3, 5, 1070.850000, 453.102648, 9.473684
443288650,00011010011011000000110001001010,TB2S, 3, 6, 1063.550000, 546.102648, 9.473684
443288649,00011010011011000000110001001001,TB2S, 3, 6, 1065.350000, 546.102648, 9.473684
443288653,00011010011011000000110001001101,TB2S, 3, 7, 1069.050000, 648.378030, 9.473684
443288654,00011010011011000000110001001110,TB2S, 3, 7, 1070.850000, 648.378030, 9.473684
443288658,00011010011011000000110001010010,TB2S, 3, 8, 1063.550000, 739.378030, 9.473684
443288657,00011010011011000000110001010001,TB2S, 3, 8, 1065.350000, 739.378030, 9.473684
443288661,00011010011011000000110001010101,TB2S, 3, 9, 1069.050000, 842.305327, 9.473684
443288662,00011010011011000000110001010110,TB2S, 3, 9, 1070.850000, 842.305327, 9.473684
443288666,00011010011011000000110001011010,TB2S, 3, 10, 1063.550000, 932.393155, 9.473684
443288665,00011010011011000000110001011001,TB2S, 3, 10, 1065.350000, 932.393155, 9.473684
443288669,00011010011011000000110001011101,TB2S, 3, 11, 1069.050000, 1035.971490, 9.473684
443288670,00011010011011000000110001011110,TB2S, 3, 11, 1070.850000, 1035.971490, 9.473684
443288674,00011010011011000000110001100010,TB2S, 3, 12, 1063.550000, 1123.964390, 9.473684
443288673,00011010011011000000110001100001,TB2S, 3, 12, 1065.350000, 1123.964390, 9.473684
443288626,00011010011011000000110000110010,TB2S, 3, 1, 1063.550000, -44.308243, 9.473684
443288625,00011010011011000000110000110001,TB2S, 3, 1, 1065.350000, -44.308243, 9.473684
443288621,00011010011011000000110000101101,TB2S, 3, 2, 1069.050000, -144.891078, 9.473684
443288622,00011010011011000000110000101110,TB2S, 3, 2, 1070.850000, -144.891078, 9.473684
443288618,00011010011011000000110000101010,TB2S, 3, 3, 1063.550000, -242.522989, 9.473684
443288617,00011010011011000000110000101001,TB2S, 3, 3, 1065.350000, -242.522989, 9.473684
443288613,00011010011011000000110000100101,TB2S, 3, 4, 1069.050000, -343.774399, 9.473684
443288614,00011010011011000000110000100110,TB2S, 3, 4, 1070.850000, -343.774399, 9.473684
443288610,00011010011011000000110000100010,TB2S, 3, 5, 1063.550000, -439.254946, 9.473684
443288609,00011010011011000000110000100001,TB2S, 3, 5, 1065.350000, -439.254946, 9.473684
443288605,00011010011011000000110000011101,TB2S, 3, 6, 1069.050000, -541.169931, 9.473684
443288606,00011010011011000000110000011110,TB2S, 3, 6, 1070.850000, -541.169931, 9.473684
443288602,00011010011011000000110000011010,TB2S, 3, 7, 1063.550000, -634.169931, 9.473684
443288601,00011010011011000000110000011001,TB2S, 3, 7, 1065.350000, -634.169931, 9.473684
443288597,00011010011011000000110000010101,TB2S, 3, 8, 1069.050000, -736.742363, 9.473684
443288598,00011010011011000000110000010110,TB2S, 3, 8, 1070.850000, -736.742363, 9.473684
443288594,00011010011011000000110000010010,TB2S, 3, 9, 1063.550000, -827.742363, 9.473684
443288593,00011010011011000000110000010001,TB2S, 3, 9, 1065.350000, -827.742363, 9.473684
443288589,00011010011011000000110000001101,TB2S, 3, 10, 1069.050000, -930.967712, 9.473684
443288590,00011010011011000000110000001110,TB2S, 3, 10, 1070.850000, -930.967712, 9.473684
443288586,00011010011011000000110000001010,TB2S, 3, 11, 1063.550000, -1020.096460, 9.473684
443288585,00011010011011000000110000001001,TB2S, 3, 11, 1065.350000, -1020.096460, 9.473684
443288581,00011010011011000000110000000101,TB2S, 3, 12, 1069.050000, -1123.970618, 9.473684
443288582,00011010011011000000110000000110,TB2S, 3, 12, 1070.850000, -1123.970618, 9.473684
443289653,00011010011011000001000000110101,TB2S, 3, 1, 1100.650000, 55.491247, 14.210526
443289654,00011010011011000001000000110110,TB2S, 3, 1, 1102.450000, 55.491247, 14.210526
443289658,00011010011011000001000000111010,TB2S, 3, 2, 1095.150000, 154.090216, 14.210526
443289657,00011010011011000001000000111001,TB2S, 3, 2, 1096.950000, 154.090216, 14.210526
443289661,00011010011011000001000000111101,TB2S, 3, 3, 1100.650000, 255.043344, 14.210526
443289662,00011010011011000001000000111110,TB2S, 3, 3, 1102.450000, 255.043344, 14.210526
443289666,00011010011011000001000001000010,TB2S, 3, 4, 1095.150000, 351.483714, 14.210526
443289665,00011010011011000001000001000001,TB2S, 3, 4, 1096.950000, 351.483714, 14.210526
443289669,00011010011011000001000001000101,TB2S, 3, 5, 1100.650000, 453.102648, 14.210526
443289670,00011010011011000001000001000110,TB2S, 3, 5, 1102.450000, 453.102648, 14.210526
443289674,00011010011011000001000001001010,TB2S, 3, 6, 1095.150000, 546.102648, 14.210526
443289673,00011010011011000001000001001001,TB2S, 3, 6, 1096.950000, 546.102648, 14.210526
443289677,00011010011011000001000001001101,TB2S, 3, 7, 1100.650000, 648.378030, 14.210526
443289678,00011010011011000001000001001110,TB2S, 3, 7, 1102.450000, 648.378030, 14.210526
443289682,00011010011011000001000001010010,TB2S, 3, 8, 1095.150000, 739.378030, 14.210526
443289681,00011010011011000001000001010001,TB2S, 3, 8, 1096.950000, 739.378030, 14.210526
443289685,00011010011011000001000001010101,TB2S, 3, 9, 1100.650000, 842.305327, 14.210526
443289686,00011010011011000001000001010110,TB2S, 3, 9, 1102.450000, 842.305327, 14.210526
443289690,00011010011011000001000001011010,TB2S, 3, 10, 1095.150000, 932.393155, 14.210526
443289689,00011010011011000001000001011001,TB2S, 3, 10, 1096.950000, 932.393155, 14.210526
443289693,00011010011011000001000001011101,TB2S, 3, 11, 1100.650000, 1035.971490, 14.210526
443289694,00011010011011000001000001011110,TB2S, 3, 11, 1102.450000, 1035.971490, 14.210526
443289698,00011010011011000001000001100010,TB2S, 3, 12, 1095.150000, 1123.964390, 14.210526
443289697,00011010011011000001000001100001,TB2S, 3, 12, 1096.950000, 1123.964390, 14.210526
443289650,00011010011011000001000000110010,TB2S, 3, 1, 1095.150000, -44.308243, 14.210526
443289649,00011010011011000001000000110001,TB2S, 3, 1, 1096.950000, -44.308243, 14.210526
443289645,00011010011011000001000000101101,TB2S, 3, 2, 1100.650000, -144.891078, 14.210526
443289646,00011010011011000001000000101110,TB2S, 3, 2, 1102.450000, -144.891078, 14.210526
443289642,00011010011011000001000000101010,TB2S, 3, 3, 1095.150000, -242.522989, 14.210526
443289641,00011010011011000001000000101001,TB2S, 3, 3, 1096.950000, -242.522989, 14.210526
443289637,00011010011011000001000000100101,TB2S, 3, 4, 1100.650000, -343.774399, 14.210526
443289638,00011010011011000001000000100110,TB2S, 3, 4, 1102.450000, -343.774399, 14.210526
443289634,00011010011011000001000000100010,TB2S, 3, 5, 1095.150000, -439.254946, 14.210526
443289633,00011010011011000001000000100001,TB2S, 3, 5, 1096.950000, -439.254946, 14.210526
443289629,00011010011011000001000000011101,TB2S, 3, 6, 1100.650000, -541.169931, 14.210526
443289630,00011010011011000001000000011110,TB2S, 3, 6, 1102.450000, -541.169931, 14.210526
443289626,00011010011011000001000000011010,TB2S, 3, 7, 1095.150000, -634.169931, 14.210526
443289625,00011010011011000001000000011001,TB2S, 3, 7, 1096.950000, -634.169931, 14.210526
443289621,00011010011011000001000000010101,TB2S, 3, 8, 1100.650000, -736.742363, 14.210526
443289622,00011010011011000001000000010110,TB2S, 3, 8, 1102.450000, -736.742363, 14.210526
443289618,00011010011011000001000000010010,TB2S, 3, 9, 1095.150000, -827.742363, 14.210526
443289617,00011010011011000001000000010001,TB2S, 3, 9, 1096.950000, -827.742363, 14.210526
443289613,00011010011011000001000000001101,TB2S, 3, 10, 1100.650000, -930.967712, 14.210526
443289614,00011010011011000001000000001110,TB2S, 3, 10, 1102.450000, -930.967712, 14.210526
443289610,00011010011011000001000000001010,TB2S, 3, 11, 1095.150000, -1020.096460, 14.210526
443289609,00011010011011000001000000001001,TB2S, 3, 11, 1096.950000, -1020.096460, 14.210526
443289605,00011010011011000001000000000101,TB2S, 3, 12, 1100.650000, -1123.970618, 14.210526
443289606,00011010011011000001000000000110,TB2S, 3, 12, 1102.450000, -1123.970618, 14.210526
443290677,00011010011011000001010000110101,TB2S, 3, 1, 1069.050000, 55.491247, 18.947368
443290678,00011010011011000001010000110110,TB2S, 3, 1, 1070.850000, 55.491247, 18.947368
443290682,00011010011011000001010000111010,TB2S, 3, 2, 1063.550000, 154.090216, 18.947368
443290681,00011010011011000001010000111001,TB2S, 3, 2, 1065.350000, 154.090216, 18.947368
443290685,00011010011011000001010000111101,TB2S, 3, 3, 1069.050000, 255.043344, 18.947368
443290686,00011010011011000001010000111110,TB2S, 3, 3, 1070.850000, 255.043344, 18.947368
443290690,00011010011011000001010001000010,TB2S, 3, 4, 1063.550000, 351.483714, 18.947368
443290689,00011010011011000001010001000001,TB2S, 3, 4, 1065.350000, 351.483714, 18.947368
443290693,00011010011011000001010001000101,TB2S, 3, 5, 1069.050000, 453.102648, 18.947368
443290694,00011010011011000001010001000110,TB2S, 3, 5, 1070.850000, 453.102648, 18.947368
443290698,00011010011011000001010001001010,TB2S, 3, 6, 1063.550000, 546.102648, 18.947368
443290697,00011010011011000001010001001001,TB2S, 3, 6, 1065.350000, 546.102648, 18.947368
443290701,00011010011011000001010001001101,TB2S, 3, 7, 1069.050000, 648.378030, 18.947368
443290702,00011010011011000001010001001110,TB2S, 3, 7, 1070.850000, 648.378030, 18.947368
443290706,00011010011011000001010001010010,TB2S, 3, 8, 1063.550000, 739.378030, 18.947368
443290705,00011010011011000001010001010001,TB2S, 3, 8, 1065.350000, 739.378030, 18.947368
443290709,00011010011011000001010001010101,TB2S, 3, 9, 1069.050000, 842.305327, 18.947368
443290710,00011010011011000001010001010110,TB2S, 3, 9, 1070.850000, 842.305327, 18.947368
443290714,00011010011011000001010001011010,TB2S, 3, 10, 1063.550000, 932.393155, 18.947368
443290713,00011010011011000001010001011001,TB2S, 3, 10, 1065.350000, 932.393155, 18.947368
443290717,00011010011011000001010001011101,TB2S, 3, 11, 1069.050000, 1035.971490, 18.947368
443290718,00011010011011000001010001011110,TB2S, 3, 11, 1070.850000, 1035.971490, 18.947368
443290722,00011010011011000001010001100010,TB2S, 3, 12, 1063.550000, 1123.964390, 18.947368
443290721,00011010011011000001010001100001,TB2S, 3, 12, 1065.350000, 1123.964390, 18.947368
443290674,00011010011011000001010000110010,TB2S, 3, 1, 1063.550000, -44.308243, 18.947368
443290673,00011010011011000001010000110001,TB2S, 3, 1, 1065.350000, -44.308243, 18.947368
443290669,00011010011011000001010000101101,TB2S, 3, 2, 1069.050000, -144.891078, 18.947368
443290670,00011010011011000001010000101110,TB2S, 3, 2, 1070.850000, -144.891078, 18.947368
443290666,00011010011011000001010000101010,TB2S, 3, 3, 1063.550000, -242.522989, 18.947368
443290665,00011010011011000001010000101001,TB2S, 3, 3, 1065.350000, -242.522989, 18.947368
443290661,00011010011011000001010000100101,TB2S, 3, 4, 1069.050000, -343.774399, 18.947368
443290662,00011010011011000001010000100110,TB2S, 3, 4, 1070.850000, -343.774399, 18.947368
443290658,00011010011011000001010000100010,TB2S, 3, 5, 1063.550000, -439.254946, 18.947368
443290657,00011010011011000001010000100001,TB2S, 3, 5, 1065.350000, -439.254946, 18.947368
443290653,00011010011011000001010000011101,TB2S, 3, 6, 1069.050000, -541.169931, 18.947368
