DetId/U, BinaryDetId/B, Section/C, Layer/I, Ring/I, SensorCenter rho(mm), SensorCenter z(mm), tiltAngle_deg/D, skewAngle_deg/D, yawAngle_deg/D, phi_deg/D, vtxOneX_mm/D, vtxOneY_mm/D,vtxTwoX_mm/D,vtxTwoY_mm/D,vtxThreeX_mm/D,vtxThreeY_mm/D,vtxFourX_mm/D,vtxFourY_mm/D, meanWidth_mm/D, length_mm/D, sensorSpacing_mm/D, sensorThickness_mm/D
442250244,00011010010111000011010000000100,TB2S, 2, 12, 846.450000, -1126.513071, 0.000000, 0.000000, 0.000000, 72.000000, 218.085130, 819.150046, 218.085130, 819.150046, 305.049740, 790.893531, 305.049740, 790.893531, 91.440000, 100.500000, 1.800000, 0.290000
442251316,00011010010111000011100000110100,TB2S, 2, 1, 878.050000, 52.800359, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251320,00011010010111000011100000111000,TB2S, 2, 2, 873.550000, 151.683666, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251324,00011010010111000011100000111100,TB2S, 2, 3, 878.050000, 252.508256, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251328,00011010010111000011100001000000,TB2S, 2, 4, 873.550000, 349.525825, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251332,00011010010111000011100001000100,TB2S, 2, 5, 878.050000, 450.837156, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251336,00011010010111000011100001001000,TB2S, 2, 6, 873.550000, 546.001871, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251340,00011010010111000011100001001100,TB2S, 2, 7, 878.050000, 647.796582, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251344,00011010010111000011100001010000,TB2S, 2, 8, 873.550000, 740.796582, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251348,00011010010111000011100001010100,TB2S, 2, 9, 878.050000, 843.070536, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251352,00011010010111000011100001011000,TB2S, 2, 10, 873.550000, 934.070536, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251356,00011010010111000011100001011100,TB2S, 2, 11, 878.050000, 1036.819992, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251360,00011010010111000011100001100000,TB2S, 2, 12, 873.550000, 1126.510262, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251312,00011010010111000011100000110000,TB2S, 2, 1, 873.550000, -47.069504, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251308,00011010010111000011100000101100,TB2S, 2, 2, 878.050000, -147.636717, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251304,00011010010111000011100000101000,TB2S, 2, 3, 873.550000, -245.634031, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251300,00011010010111000011100000100100,TB2S, 2, 4, 878.050000, -346.689761, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251296,00011010010111000011100000100000,TB2S, 2, 5, 873.550000, -442.827456, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251292,00011010010111000011100000011100,TB2S, 2, 6, 878.050000, -544.368332, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251288,00011010010111000011100000011000,TB2S, 2, 7, 873.550000, -637.368332, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251284,00011010010111000011100000010100,TB2S, 2, 8, 878.050000, -739.387827, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251280,00011010010111000011100000010000,TB2S, 2, 9, 873.550000, -830.387827, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251276,00011010010111000011100000001100,TB2S, 2, 10, 878.050000, -932.882198, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442251272,00011010010111000011100000001000,TB2S, 2, 11, 873.550000, -1023.543489, 0.000000, 0.000000, 0.000000, 78.000000, 136.900348, 863.966559, 136.900348, 863.966559, 226.342167, 844.955114, 226.342167, 844.955114, 91.440000, 100.500000, 1.800000, 0.290000
442251268,00011010010111000011100000000100,TB2S, 2, 12, 878.050000, -1126.513071, 0.000000, 0.000000, 0.000000, 78.000000, 137.835951, 868.368224, 137.835951, 868.368224, 227.277770, 849.356778, 227.277770, 849.356778, 91.440000, 100.500000, 1.800000, 0.290000
442252340,00011010010111000011110000110100,TB2S, 2, 1, 846.450000, 52.800359, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252344,00011010010111000011110000111000,TB2S, 2, 2, 841.950000, 151.683666, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252348,00011010010111000011110000111100,TB2S, 2, 3, 846.450000, 252.508256, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252352,00011010010111000011110001000000,TB2S, 2, 4, 841.950000, 349.525825, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252356,00011010010111000011110001000100,TB2S, 2, 5, 846.450000, 450.837156, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252360,00011010010111000011110001001000,TB2S, 2, 6, 841.950000, 546.001871, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252364,00011010010111000011110001001100,TB2S, 2, 7, 846.450000, 647.796582, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252368,00011010010111000011110001010000,TB2S, 2, 8, 841.950000, 740.796582, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252372,00011010010111000011110001010100,TB2S, 2, 9, 846.450000, 843.070536, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252376,00011010010111000011110001011000,TB2S, 2, 10, 841.950000, 934.070536, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252380,00011010010111000011110001011100,TB2S, 2, 11, 846.450000, 1036.819992, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252384,00011010010111000011110001100000,TB2S, 2, 12, 841.950000, 1126.510262, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252336,00011010010111000011110000110000,TB2S, 2, 1, 841.950000, -47.069504, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252332,00011010010111000011110000101100,TB2S, 2, 2, 846.450000, -147.636717, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252328,00011010010111000011110000101000,TB2S, 2, 3, 841.950000, -245.634031, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252324,00011010010111000011110000100100,TB2S, 2, 4, 846.450000, -346.689761, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252320,00011010010111000011110000100000,TB2S, 2, 5, 841.950000, -442.827456, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252316,00011010010111000011110000011100,TB2S, 2, 6, 846.450000, -544.368332, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252312,00011010010111000011110000011000,TB2S, 2, 7, 841.950000, -637.368332, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252308,00011010010111000011110000010100,TB2S, 2, 8, 846.450000, -739.387827, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252304,00011010010111000011110000010000,TB2S, 2, 9, 841.950000, -830.387827, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252300,00011010010111000011110000001100,TB2S, 2, 10, 846.450000, -932.882198, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
442252296,00011010010111000011110000001000,TB2S, 2, 11, 841.950000, -1023.543489, 0.000000, 0.000000, 0.000000, 84.000000, 42.538197, 842.116751, 42.538197, 842.116751, 133.477282, 832.558668, 133.477282, 832.558668, 91.440000, 100.500000, 1.800000, 0.290000
442252292,00011010010111000011110000000100,TB2S, 2, 12, 846.450000, -1126.513071, 0.000000, 0.000000, 0.000000, 84.000000, 43.008575, 846.592100, 43.008575, 846.592100, 133.947660, 837.034017, 133.947660, 837.034017, 91.440000, 100.500000, 1.800000, 0.290000
443306036,00011010011011000101000000110100,TB2S, 3, 1, 1101.050000, 52.800359, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306040,00011010011011000101000000111000,TB2S, 3, 2, 1096.550000, 151.683666, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306044,00011010011011000101000000111100,TB2S, 3, 3, 1101.050000, 252.508256, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306048,00011010011011000101000001000000,TB2S, 3, 4, 1096.550000, 349.525825, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306052,00011010011011000101000001000100,TB2S, 3, 5, 1101.050000, 450.837156, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306056,00011010011011000101000001001000,TB2S, 3, 6, 1096.550000, 546.001871, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306060,00011010011011000101000001001100,TB2S, 3, 7, 1101.050000, 647.796582, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306064,00011010011011000101000001010000,TB2S, 3, 8, 1096.550000, 740.796582, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306068,00011010011011000101000001010100,TB2S, 3, 9, 1101.050000, 843.070536, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306072,00011010011011000101000001011000,TB2S, 3, 10, 1096.550000, 934.070536, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306076,00011010011011000101000001011100,TB2S, 3, 11, 1101.050000, 1036.819992, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306080,00011010011011000101000001100000,TB2S, 3, 12, 1096.550000, 1126.510262, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306032,00011010011011000101000000110000,TB2S, 3, 1, 1096.550000, -47.069504, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306028,00011010011011000101000000101100,TB2S, 3, 2, 1101.050000, -147.636717, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306024,00011010011011000101000000101000,TB2S, 3, 3, 1096.550000, -245.634031, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306020,00011010011011000101000000100100,TB2S, 3, 4, 1101.050000, -346.689761, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306016,00011010011011000101000000100000,TB2S, 3, 5, 1096.550000, -442.827456, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306012,00011010011011000101000000011100,TB2S, 3, 6, 1101.050000, -544.368332, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306008,00011010011011000101000000011000,TB2S, 3, 7, 1096.550000, -637.368332, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443306004,00011010011011000101000000010100,TB2S, 3, 8, 1101.050000, -739.387827, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443306000,00011010011011000101000000010000,TB2S, 3, 9, 1096.550000, -830.387827, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443305996,00011010011011000101000000001100,TB2S, 3, 10, 1101.050000, -932.882198, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443305992,00011010011011000101000000001000,TB2S, 3, 11, 1096.550000, -1023.543489, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1096.550000, -45.720001, 1096.550000, 45.720001, 1096.550000, 45.720001, 1096.550000, 91.440000, 100.500000, 1.800000, 0.290000
443305988,00011010011011000101000000000100,TB2S, 3, 12, 1101.050000, -1126.513071, 0.000000, 0.000000, 0.000000, 90.000000, -45.720001, 1101.050000, -45.720001, 1101.050000, 45.720001, 1101.050000, 45.720001, 1101.050000, 91.440000, 100.500000, 1.800000, 0.290000
443307060,00011010011011000101010000110100,TB2S, 3, 1, 1069.450000, 52.800359, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307064,00011010011011000101010000111000,TB2S, 3, 2, 1064.950000, 151.683666, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307068,00011010011011000101010000111100,TB2S, 3, 3, 1069.450000, 252.508256, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307072,00011010011011000101010001000000,TB2S, 3, 4, 1064.950000, 349.525825, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307076,00011010011011000101010001000100,TB2S, 3, 5, 1069.450000, 450.837156, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307080,00011010011011000101010001001000,TB2S, 3, 6, 1064.950000, 546.001871, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307084,00011010011011000101010001001100,TB2S, 3, 7, 1069.450000, 647.796582, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307088,00011010011011000101010001010000,TB2S, 3, 8, 1064.950000, 740.796582, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307092,00011010011011000101010001010100,TB2S, 3, 9, 1069.450000, 843.070536, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307096,00011010011011000101010001011000,TB2S, 3, 10, 1064.950000, 934.070536, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307100,00011010011011000101010001011100,TB2S, 3, 11, 1069.450000, 1036.819992, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307104,00011010011011000101010001100000,TB2S, 3, 12, 1064.950000, 1126.510262, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307056,00011010011011000101010000110000,TB2S, 3, 1, 1064.950000, -47.069504, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307052,00011010011011000101010000101100,TB2S, 3, 2, 1069.450000, -147.636717, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307048,00011010011011000101010000101000,TB2S, 3, 3, 1064.950000, -245.634031, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307044,00011010011011000101010000100100,TB2S, 3, 4, 1069.450000, -346.689761, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307040,00011010011011000101010000100000,TB2S, 3, 5, 1064.950000, -442.827456, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307036,00011010011011000101010000011100,TB2S, 3, 6, 1069.450000, -544.368332, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307032,00011010011011000101010000011000,TB2S, 3, 7, 1064.950000, -637.368332, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307028,00011010011011000101010000010100,TB2S, 3, 8, 1069.450000, -739.387827, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307024,00011010011011000101010000010000,TB2S, 3, 9, 1064.950000, -830.387827, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307020,00011010011011000101010000001100,TB2S, 3, 10, 1069.450000, -932.882198, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443307016,00011010011011000101010000001000,TB2S, 3, 11, 1064.950000, -1023.543489, 0.000000, 0.000000, 0.000000, 94.736842, -133.506718, 1057.537128, -133.506718, 1057.537128, -42.379030, 1065.088184, -42.379030, 1065.088184, 91.440000, 100.500000, 1.800000, 0.290000
443307012,00011010011011000101010000000100,TB2S, 3, 12, 1069.450000, -1126.513071, 0.000000, 0.000000, 0.000000, 94.736842, -133.878325, 1062.021758, -133.878325, 1062.021758, -42.750637, 1069.572814, -42.750637, 1069.572814, 91.440000, 100.500000, 1.800000, 0.290000
443308084,00011010011011000101100000110100,TB2S, 3, 1, 1101.050000, 52.800359, 0.000000, 0.000000, 0.000000, 99.473684, -226.323314, 1078.507848, -226.323314, 1078.507848, -136.130434, 1093.558378, -136.130434, 1093.558378, 91.440000, 100.500000, 1.800000, 0.290000
443308088,00011010011011000101100000111000,TB2S, 3, 2, 1096.550000, 151.683666, 0.000000, 0.000000, 0.000000, 99.473684, -225.582638, 1074.069222, -225.582638, 1074.069222, -135.389758, 1089.119752, -135.389758, 1089.119752, 91.440000, 100.500000, 1.800000, 0.290000
